"Region","P-Code","Sector","Activity Type","Organisation","Activity","Start Date","End Date"
"Guéckédou","GIN008006","Prise en charge","Laboratoire PCR","EU LAB","Formation",,"FAIT"
"kankan","GIN004001","Prise en charge","Laboratoire PCR","CELLULE","Formation",,12/31/2014
"Kerouane","GIN004002","Prise en charge","Laboratoire PCR","FEI/KPLAN","Formation",,12/31/2014
"Macenta","GIN008003","Prise en charge","Laboratoire PCR","PASTEUR","Formation",,"FAIT"
"Nzérékoré","GIN008004","Prise en charge","Laboratoire PCR","Belgique","Formation",,12/20/2014
"Conakry","GIN002001","Prise en charge","Laboratoire PCR","PASTEUR","Equipement",,"FAIT"
"Coyah","GIN005001","Prise en charge","Laboratoire PCR","RUSSIE","Equipement",,
"Guéckédou","GIN008006","Prise en charge","Laboratoire PCR","EU LAB","Equipement",,"FAIT"
"kankan","GIN004001","Prise en charge","Laboratoire PCR","CELLULE","Equipement",,12/31/2014
"Kerouane","GIN004002","Prise en charge","Laboratoire PCR","FEI/KPLAN","Equipement",,12/31/2014
"Macenta","GIN008003","Prise en charge","Laboratoire PCR","PASTEUR","Equipement",,"FAIT"
"Nzérékoré","GIN008004","Prise en charge","Laboratoire PCR","Belgique","Equipement",,12/20/2014
"Beyla","GIN008001","Prise en charge","Laboratoire PCR"," ","50 lits",,
"Conakry","GIN002001","Prise en charge","Laboratoire PCR"," ","100 lits",,
"Conakry","GIN002001","Prise en charge","Laboratoire PCR"," ","10 lits",,
"Coyah","GIN005001","Prise en charge","Laboratoire PCR"," ","100 lits",,
"Guéckédou","GIN008006","Prise en charge","Laboratoire PCR"," ","85 lits",,
"kankan","GIN004001","Prise en charge","Laboratoire PCR"," ","20 lits",,
"Kerouane","GIN004002","Prise en charge","Laboratoire PCR"," ","50 lits",,
"Macenta","GIN008003","Prise en charge","Laboratoire PCR"," ","50 lits",,
"Mamou","GIN007002","Prise en charge","Laboratoire PCR"," ","100 lits ",,
"Nzérékoré","GIN008004","Prise en charge","Laboratoire PCR"," ","40 lits",,
"Yomou","GIN008005","Prise en charge","Laboratoire PCR"," ","50 lits",,
"Beyla","GIN008001","Prise en charge","Laboratoire PCR","France","Financement",,12/15/2014
"Conakry","GIN002001","Prise en charge","Laboratoire PCR","MSF","Financement",,1/16/2015
"Conakry","GIN002001","Prise en charge","Laboratoire PCR","divers bailleurs","Financement",,1/16/2015
"Conakry","GIN002001","Prise en charge","Laboratoire PCR","France","Financement",,1/15/2015
"Coyah","GIN005001","Prise en charge","Laboratoire PCR","UN","Financement",,12/31/2014
"Forecariah","GIN005003","Prise en charge","Laboratoire PCR","France","Financement",,12/30/2014
"Guéckédou","GIN008006","Prise en charge","Laboratoire PCR","MSF","Financement",,"FAIT"
"Guéckédou","GIN008006","Prise en charge","Laboratoire PCR","divers bailleurs","Financement",,"FAIT"
"kankan","GIN004001","Prise en charge","Laboratoire PCR","MSF","Financement",,12/20/2014
"Kerouane","GIN004002","Prise en charge","Laboratoire PCR","France","Financement",,12/31/2014
"Macenta","GIN008003","Prise en charge","Laboratoire PCR","France","Financement",,"FAIT"
"Nzérékoré","GIN008004","Prise en charge","Laboratoire PCR","ECHO","Financement",12/2/2014,1/10/2015
"Beyla","GIN008001","Prise en charge","Laboratoire PCR","PAM","Construction",,12/15/2014
"Conakry","GIN002001","Prise en charge","Laboratoire PCR","MSF","Construction",,1/16/2015
"Conakry","GIN002001","Prise en charge","Laboratoire PCR","PAM","Construction",,1/16/2015
"Conakry","GIN002001","Prise en charge","Laboratoire PCR","France","Construction",,1/15/2015
"Coyah","GIN005001","Prise en charge","Laboratoire PCR","PAM","Construction",,12/31/2014
"Forecariah","GIN005003","Prise en charge","Laboratoire PCR","PAM","Construction",,12/30/2014
"Guéckédou","GIN008006","Prise en charge","Laboratoire PCR","MSF","Construction",,"FAIT"
"kankan","GIN004001","Prise en charge","Laboratoire PCR","MSF","Construction",,12/20/2014
"Kerouane","GIN004002","Prise en charge","Laboratoire PCR","PAM","Construction",,12/31/2014
"Kerouane","GIN004002","Prise en charge","Laboratoire PCR","France","Construction",,12/31/2014
"Macenta","GIN008003","Prise en charge","Laboratoire PCR","MSF","Construction",,"FAIT"
"Macenta","GIN008003","Prise en charge","Laboratoire PCR","PAM","Construction",,"FAIT"
"Nzérékoré","GIN008004","Prise en charge","Laboratoire PCR","OMS","Construction",12/2/2014,1/10/2015
"Nzérékoré","GIN008004","Prise en charge","Laboratoire PCR","PAM","Construction",12/2/2014,1/10/2015
"Yomou","GIN008005","Prise en charge","Laboratoire PCR","PAM","Construction",,12/31/2014
"Conakry","GIN002001","Prise en charge","Laboratoire PCR","MSF","Recrutement",,1/16/2015
"Conakry","GIN002001","Prise en charge","Laboratoire PCR","France","Recrutement",,1/15/2015
"Coyah","GIN005001","Prise en charge","Laboratoire PCR","CUBAINS","Recrutement",,12/31/2014
"Forecariah","GIN005003","Prise en charge","Laboratoire PCR","USAID/JHPIEGO (PI hopitaux et CS); OMS","Recrutement",,12/30/2014
"Guéckédou","GIN008006","Prise en charge","Laboratoire PCR","MSF","Recrutement",,"FAIT"
"kankan","GIN004001","Prise en charge","Laboratoire PCR","MSF","Recrutement",,12/20/2014
"Kerouane","GIN004002","Prise en charge","Laboratoire PCR","France","Recrutement",,12/31/2014
"Macenta","GIN008003","Prise en charge","Laboratoire PCR","MSF","Recrutement",,"FAIT"
"Macenta","GIN008003","Prise en charge","Laboratoire PCR","Croix Rouge Francaise","Recrutement",,"FAIT"
"Nzérékoré","GIN008004","Prise en charge","Laboratoire PCR","ALIMA","Recrutement",,1/10/2015
"Beyla","GIN008001","Prise en charge","Laboratoire PCR","USAID/JHPIEGO (PI hopitaux et CS)","Formation",,12/15/2014
"Conakry","GIN002001","Prise en charge","Laboratoire PCR","MSF","Formation",,1/16/2015
"Conakry","GIN002001","Prise en charge","Laboratoire PCR","USAID/JHPIEGO (PI hopitaux et CS)","Formation",,1/16/2015
"Conakry","GIN002001","Prise en charge","Laboratoire PCR","France","Formation",,1/15/2015
"Conakry","GIN002001","Prise en charge","Laboratoire PCR","MSF","Formation",,1/15/2015
"Conakry","GIN002001","Prise en charge","Laboratoire PCR","CRS","Formation",,1/15/2015
"Coyah","GIN005001","Prise en charge","Laboratoire PCR","OMS","Formation",,12/31/2014
"Coyah","GIN005001","Prise en charge","Laboratoire PCR","CRS","Formation",,12/31/2014
"Forecariah","GIN005003","Prise en charge","Laboratoire PCR","USAID/JHPIEGO (PI hopitaux et CS)","Formation",,12/30/2014
"Guéckédou","GIN008006","Prise en charge","Laboratoire PCR","MSF","Formation",,"FAIT"
"Guéckédou","GIN008006","Prise en charge","Laboratoire PCR","CRS","Formation",,"FAIT"
"kankan","GIN004001","Prise en charge","Laboratoire PCR","MSF","Formation",,12/20/2014
"Kerouane","GIN004002","Prise en charge","Laboratoire PCR","France","Formation",,12/31/2014
"Kerouane","GIN004002","Prise en charge","Laboratoire PCR","MSF","Formation",,12/31/2014
"Kerouane","GIN004002","Prise en charge","Laboratoire PCR","CRS","Formation",,12/31/2014
"Kerouane","GIN004002","Prise en charge","Laboratoire PCR","OMS","Formation",,12/31/2014
"Macenta","GIN008003","Prise en charge","Laboratoire PCR","MSF","Formation",,"FAIT"
"Macenta","GIN008003","Prise en charge","Laboratoire PCR","CRS","Formation",,"FAIT"
"Nzérékoré","GIN008004","Prise en charge","Laboratoire PCR","MSF","Formation",12/2/2014,1/10/2015
"Nzérékoré","GIN008004","Prise en charge","Laboratoire PCR","ALIMA","Formation",12/2/2014,1/10/2015
"Nzérékoré","GIN008004","Prise en charge","Laboratoire PCR","CRS","Formation",12/2/2014,1/10/2015
"Yomou","GIN008005","Prise en charge","Laboratoire PCR","CRS","Formation",,12/31/2014
"Beyla","GIN008001","Prise en charge","Laboratoire PCR","OMS","Equipement",,12/15/2014
"Conakry","GIN002001","Prise en charge","Laboratoire PCR","MSF","Equipement",,1/16/2015
"Conakry","GIN002001","Prise en charge","Laboratoire PCR","France","Equipement",,1/15/2015
"Conakry","GIN002001","Prise en charge","Laboratoire PCR","CRS","Equipement",,1/15/2015
"Coyah","GIN005001","Prise en charge","Laboratoire PCR","CRS","Equipement",,12/31/2014
"Coyah","GIN005001","Prise en charge","Laboratoire PCR","OMS","Equipement",,12/31/2014
"Forecariah","GIN005003","Prise en charge","Laboratoire PCR","OMS","Equipement",,12/30/2014
"Guéckédou","GIN008006","Prise en charge","Laboratoire PCR","MSF","Equipement",,"FAIT"
"Guéckédou","GIN008006","Prise en charge","Laboratoire PCR","CRS","Equipement",,"FAIT"
"kankan","GIN004001","Prise en charge","Laboratoire PCR","MSF","Equipement",,12/20/2014
"Kerouane","GIN004002","Prise en charge","Laboratoire PCR","France","Equipement",,12/31/2014
"Kerouane","GIN004002","Prise en charge","Laboratoire PCR","MSF","Equipement",,12/31/2014
"Kerouane","GIN004002","Prise en charge","Laboratoire PCR","CRS","Equipement",,12/31/2014
"Kerouane","GIN004002","Prise en charge","Laboratoire PCR","OMS","Equipement",,12/31/2014
"Macenta","GIN008003","Prise en charge","Laboratoire PCR","France","Equipement",,"FAIT"
"Macenta","GIN008003","Prise en charge","Laboratoire PCR","CRS","Equipement",,"FAIT"
"Macenta","GIN008003","Prise en charge","Laboratoire PCR","MSF","Equipement",,"FAIT"
"Nzérékoré","GIN008004","Prise en charge","Laboratoire PCR","PAM","Equipement",12/2/2014,1/10/2015
"Nzérékoré","GIN008004","Prise en charge","Laboratoire PCR","ALIMA","Equipement",12/2/2014,1/10/2015
"Nzérékoré","GIN008004","Prise en charge","Laboratoire PCR","CRS","Equipement",12/2/2014,1/10/2015
"Yomou","GIN008005","Prise en charge","Laboratoire PCR","CRS","Equipement",,12/31/2014
"Beyla","GIN008001","Prise en charge","Approche d'Intervention Rapide / CTE / CTCOM","EU","Financement",,
"Forecariah","GIN005003","Prise en charge","Approche d'Intervention Rapide / CTE / CTCOM","France","Financement",,
"kankan","GIN004001","Prise en charge","Approche d'Intervention Rapide / CTE / CTCOM","MSF","Financement",,
"kankan","GIN004001","Prise en charge","Approche d'Intervention Rapide / CTE / CTCOM","France","Financement",,
"Lola","GIN008002","Prise en charge","Approche d'Intervention Rapide / CTE / CTCOM","EU","Financement",,
"Macenta","GIN008003","Prise en charge","Approche d'Intervention Rapide / CTE / CTCOM","EU","Financement",,
"Forecariah","GIN005003","Prise en charge","Approche d'Intervention Rapide / CTE / CTCOM","France","Financement",,
"kankan","GIN004001","Prise en charge","Approche d'Intervention Rapide / CTE / CTCOM","MSF","Financement",,
"kankan","GIN004001","Prise en charge","Approche d'Intervention Rapide / CTE / CTCOM","France","Financement",,
"Forecariah","GIN005003","Prise en charge","Approche d'Intervention Rapide / CTE / CTCOM","croix Rouge","Recrutement",,
"kankan","GIN004001","Prise en charge","Approche d'Intervention Rapide / CTE / CTCOM","MSF","Recrutement",,
"kankan","GIN004001","Prise en charge","Approche d'Intervention Rapide / CTE / CTCOM","France","Recrutement",,
"Siguiri","GIN004005","Prise en charge","Approche d'Intervention Rapide / CTE / CTCOM","save the children ","Recrutement",,
"National",,"Prise en charge","Approche d'Intervention Rapide / CTE / CTCOM","OMS","Formation",,
"Forecariah","GIN005003","Prise en charge","Approche d'Intervention Rapide / CTE / CTCOM","MSF","Formation",,
"kankan","GIN004001","Prise en charge","Approche d'Intervention Rapide / CTE / CTCOM","MSF","Formation",,
"kankan","GIN004001","Prise en charge","Approche d'Intervention Rapide / CTE / CTCOM","France","Formation",,
"National",,"Prise en charge","Approche d'Intervention Rapide / CTE / CTCOM","OMS","Equipement",,
"Forecariah","GIN005003","Prise en charge","Approche d'Intervention Rapide / CTE / CTCOM","MSF","Equipement",,
"kankan","GIN004001","Prise en charge","Approche d'Intervention Rapide / CTE / CTCOM","MSF","Equipement",,
"kankan","GIN004001","Prise en charge","Approche d'Intervention Rapide / CTE / CTCOM","France","Equipement",,
"Faranah","GIN003003","Prise en charge","Centre de transit communautaire","Membres Nations Unies","Financement",,
"Forecariah","GIN005003","Prise en charge","Centre de transit communautaire","Membres Nations Unies","Financement",,
"Guéckédou","GIN008006","Prise en charge","Centre de transit communautaire","Membres Nations Unies","Financement",,
"Kindia","GIN005004","Prise en charge","Centre de transit communautaire","Membres Nations Unies","Financement",,
"Lola","GIN008002","Prise en charge","Centre de transit communautaire","Membres Nations Unies","Financement",,
"Macenta","GIN008003","Prise en charge","Centre de transit communautaire","Membres Nations Unies","Financement",,
"Mamou","GIN007002","Prise en charge","Centre de transit communautaire","Membres Nations Unies","Financement",,
"Nzérékoré","GIN008004","Prise en charge","Centre de transit communautaire","Membres Nations Unies","Financement",,
"Yomou","GIN008005","Prise en charge","Centre de transit communautaire","Membres Nations Unies","Financement",,
"National",,"Gestion des corps","Equipe d'enterement","CR","Equipes en place",56,
"Beyla","GIN008001","Gestion des corps","Equipe d'enterement","CR","Equipes en place",2,
"Boffa","GIN001001","Gestion des corps","Equipe d'enterement","CR","Equipes en place",2,
"Boké","GIN001002","Gestion des corps","Equipe d'enterement","CR","Equipes en place",0,
"Conakry","GIN002001","Gestion des corps","Equipe d'enterement","CR","Equipes en place",2,
"Coyah","GIN005001","Gestion des corps","Equipe d'enterement","CR","Equipes en place",2,
"Dabola","GIN003001","Gestion des corps","Equipe d'enterement","CR","Equipes en place",0,
"Dalaba","GIN007001","Gestion des corps","Equipe d'enterement","CR","Equipes en place",1,
"Dinguiraye","GIN003002","Gestion des corps","Equipe d'enterement","CR","Equipes en place",1,
"Dubreka","GIN005002","Gestion des corps","Equipe d'enterement","CR","Equipes en place",2,
"Faranah","GIN003003","Gestion des corps","Equipe d'enterement","CR","Equipes en place",2,
"Forecariah","GIN005003","Gestion des corps","Equipe d'enterement","CR","Equipes en place",3,
"Fria","GIN001003","Gestion des corps","Equipe d'enterement","CR","Equipes en place",0,
"Gaoual","GIN001004","Gestion des corps","Equipe d'enterement","CR","Equipes en place",1,
"Guéckédou","GIN008006","Gestion des corps","Equipe d'enterement","CR","Equipes en place",2,
"kankan","GIN004001","Gestion des corps","Equipe d'enterement","CR","Equipes en place",1,
